keyword,identifier,title,card_url,image_url
鬼,U426_nichibunken_0079_0001_0002,鬼；オニ，薙刀；ナギナタ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0002.jpg
鬼,U426_nichibunken_0079_0001_0003,鬼；オニ，薙刀；ナギナタ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0003.jpg
鬼,U426_nichibunken_0079_0001_0004,鬼；オニ，褌；フンドシ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0004.jpg
鬼,U426_nichibunken_0079_0001_0005,鬼；オニ，頭巾；ズキン,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0005,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0005.jpg
鬼,U426_nichibunken_0079_0001_0006,鬼；オニ，兜；カブト,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0006,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0006.jpg
鬼,U426_nichibunken_0079_0001_0007,鬼；オニ，兜；カブト，杖；ツエ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0007,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0007.jpg
鬼,U426_nichibunken_0079_0001_0008,鬼；オニ，刀；カタナ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0008,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0008.jpg
鬼,U426_nichibunken_0079_0001_0009,鬼；オニ，烏帽子；エボシ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0009,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0009.jpg
鬼,U426_nichibunken_0079_0001_0010,鬼；オニ，角；ツノ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0010,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0010.jpg
鬼,U426_nichibunken_0079_0001_0011,鬼；オニ，冠；カンムリ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0011,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0011.jpg
鬼,U426_nichibunken_0079_0001_0012,鬼；オニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0012,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0012.jpg
鬼,U426_nichibunken_0079_0001_0013,鬼；オニ，牙；キバ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0013,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0013.jpg
鬼,U426_nichibunken_0079_0001_0014,鬼；オニ，牙；キバ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0014,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0014.jpg
鬼,U426_nichibunken_0079_0002_0000,鬼；オニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0002_0000.jpg
鬼,U426_nichibunken_0079_0002_0001,鬼；オニ，鉢巻；ハチマキ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0002_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0002_0001.jpg
鬼,U426_nichibunken_0079_0002_0002,鬼；オニ，棍棒；コンボウ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0002_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0002_0002.jpg
鬼,U426_nichibunken_0079_0002_0003,鬼；オニ，刀；カタナ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0002_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0002_0003.jpg
鬼,U426_nichibunken_0079_0002_0004,鬼；オニ，冠：カンムリ，薙刀；ナギナタ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0002_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0002_0004.jpg
鬼,U426_nichibunken_0079_0003_0000,酒呑童子；シュテンドウジ，鬼；オニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0000.jpg
鬼,U426_nichibunken_0079_0003_0002,鬼；オニ，角；ツノ，三つ目；ミツメ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0002.jpg
鬼,U426_nichibunken_0079_0003_0003,鬼；オニ，三つ目；ミツメ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0003.jpg
鬼,U426_nichibunken_0079_0003_0004,鬼；オニ，冠；カンムリ，棍棒；コンボウ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0004.jpg
鬼,U426_nichibunken_0079_0003_0005,鬼；オニ，冠；カンムリ，虎皮；トラガワ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0005,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0005.jpg
鬼,U426_nichibunken_0079_0003_0006,鬼；オニ，三つ目；ミツメ，槍；ヤリ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0006,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0006.jpg
鬼,U426_nichibunken_0079_0003_0007,鬼；オニ，三つ目；ミツメ，冠；カンムリ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0007,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0007.jpg
鬼,U426_nichibunken_0079_0003_0008,鬼；オニ，冠；カンムリ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0008,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0008.jpg
鬼,U426_nichibunken_0079_0003_0009,鬼；オニ，三つ目；ミツメ，斧；オノ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0003_0009,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0003_0009.jpg
